Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks
W244BJ,WLKF 1430,96.7,LAKELAND,FL,USA,TALK,TALK RADIO 96.7,138530,0,0.25,0,94.2,27-56-36,81-54-44,,,72BD,WLKF-FM,IT'S HOW LAKELAND SPELLS TALK,Talk,
KXRD,,96.7,FAYETTEVILLE,AR,USA,COUNTRY,96.7 THE BULL,51098,25,25,216,216,36-54-06,94-06-05,,,4.00E+79,Song Title & Artist,KXRD-FM,Nostalgia,
W244DR,WOZN-1670,96.7,MADISON,WI,USA,SPORTS,THE ZONE,148031,0.23,0.23,0,0,42-57-47,89-22-47,,,7C37,,,,
W244BQ,WOJO-HD2,96.7,PARK RIDGE,IL,USA,URBAN CONTEMPORARY,STREETZ 95.1,145323,0.075,0.075,0,0,41-5352-44,87-38-08,,,D4C5,8KRadio,8KRadio,,//W236CF 95.1 103.9 (8K RDS still used 5/2024)
K244FN,KHAT-1210,96.7,LARAMIE,WY,USA,COUNTRY,NEW COUNTRY 96.7,154899,0.25,0.25,0,0,41-17-15,105-26-40,,,,,,,
W244BS,WPRJ 101.7,96.7,ALMA,MI,USA,CHRISTIAN CHR,RADIO U,144639,0.25,0.25,13.8,0,43-24-21,84-39-46,,,7.00E+07,RadioU,,Rock,
K244FG,KRKT 99.9,96.7,SALEM,OR,USA,COUNTRY,CRICKET COUNTRY 99.9 FM,39482,0,0.13,0,0,44-51-14,0123-07-20,,,,,,,
WGNX,WLUJ 89.7,96.7,COLCHESTER,IL,USA,RELIGIOUS TEACHING,GREAT NEWS RADIO,164225,1.8,1.8,100,100,40-23-54,90-43-55,,,6.50E+10,No PS,No RT,,
W244CB,WDKL 106.9,96.7,WEST MILFORD,WV,USA,CONTEMPORARY CHRISTIAN,K-LOVE,156251,0.01,0.01,159.9,0,39-16-32,80-17-43,,,,,,,
WVVY-LP,,96.7,TISBURY,MA,USA,VARIETY,,135357,0.093,0.093,31,0,41-26-53,70-36-39,,,,,,,
W244EO,WGTO-910,96.7,DOWAGIAC,MI,USA,VARIETY,MICHIANA'S NEW HOME FOR VARIETY 96-7 & 97-1 FM,152865,0.25,0.25,0,0,41-57-14,86-00-58,,,,,,,// 97.1 W246DV & 97.5 W248AP
WSSR,,96.7,JOLIET,IL,USA,SOFT AC,THE 9-6-7,62240,3.1,3.1,142,142,41-36-01,87-58-44,,HD,8.62E+03,STAR96.7,Star 96.7 Your Music Variety,Adult Hits,9/25: station on 2.4kw backup since 11/2023 due to FAA request
KRCY-FM,,96.7,LAKE HAVASU CITY,AZ,USA,CLASSIC HITS,KRAZY FM,77754,0.27,0.27,817,817,34-33-03,114-11-38,,,,,,,
WZPH-LP,,96.7,DADE CITY,FL,USA,OLDIES,WZPH 96.7 THE ZEPHER,133204,0.1,0.1,26,0,28-12-52,82-13-34,,,,,,,
K244BJ,KIGO-1420,96.7,IDAHO FALLS,ID,USA,REGIONAL MEXICAN,RADIO FIESTA,146832,0.25,0.25,152.3,0,43-32-43,111-53-14,Spanish,,,,,,
W244CH,WCED-1420,96.7,ROCKTON,PA,USA,TALK/SPORTS,CONNECT FM,158514,0.18,0.18,88.3,0,41-08-41,78-52-41,,,5A5B,,,,
WMYL,,96.7,HALLS CROSSROADS,TN,USA,COUNTRY,MERLE 96.7,30610,2.8,2.8,149,149,36-04-21,84-01-18,,,76D3,MERLE,Home of Wilhite_Wall in the Morning - 96.7 Merle Has Updated!,Country,
KNOB,,96.7,HEALDSBURG,CA,USA,ADULT HITS,96.7 BOB FM,79003,2.75,2.75,150,150,38-44-08,122-50-59,,,,,,,
K244EL,KJRL 105.7,96.7,CLAY CENTER,KS,USA,CONTEMPORARY CHRISTIAN/RELIGIOUS TEACHING,YOU'RE WITH FAMILY,142276,0.208,0.208,0,0,39-23-20,97-06-46,,,,,,,
WHTQ,,96.7,WHITING,WI,USA,CONTEMPORARY HIT RADIO,HOT 96.7,60004,26.5,26.5,207,207,44-38-39,89-51-12,,,6.92E+03,HOT 96-7 HOT967FM.COM,WAUSAU'S NEW HOT 96-7,Top 40,
WCOR-FM,,96.7,LEWIS RUN,PA,USA,RELIGIOUS TEACHING,FAMILY LIFE NETWORK,21197,2.85,2.85,147,147,41-57-08,78-37-33,,,5B6D,,,,
K244EG,KHAR-590,96.7,ANCHORAGE,AK,USA,SPORTS,SPORTSRADIO 96.7 AND 590 AM,139580,0.1,0.1,0,0,61-08-48,149-52-28,,,,,,,
KBDB-FM,,96.7,FORKS,WA,USA,ADULT CONTEMPORARY,TWLIGHT 96.7,28208,0.93,0.93,484,484,48-07-47,124-18-15,,HD,12F3,,,Adult Hits,
CMSC-FM,,96.7,SIBANICÚ,CM,CUB,COMMUNITY RADIO,RADIO SIBANICÚ,500397,0.25,0.25,35,35,21-14-05,77-31-27,Spanish,,,,,,
K244EN,KRCL 90.9,96.7,PARK CITY,UT,USA,ADULT ALTERNATIVE,"COMMUNITY CONNECTION, MUSIC DISCOVERY",37764,0.099,0,-128.5,0,40-40-58,111-31-24,,,,,,,
W244CF,WYZX 88.3,96.7,PLYMOUTH,MA,USA,RELIGIOUS TEACHING,RENEW FM,138875,0,0.01,0,76.9,41-47-58,70-32-40,,,96A9,WYZX,Renew FM,,
KYLI,,96.7,BUNKERVILLE,NV,USA,REGIONAL MEXICAN,RADIO CAMPESINA,164142,2,0,1075,0,37-09-19,113-52-59,Spanish,,D10F,,,,
KMRQ,,96.7,RIVERBANK,CA,USA,ROCK,ROCK 96.7,12963,6,6,91,91,37-40-50,120-55-26,,HD,,,,,
WCSM-FM,,96.7,CELINA,OH,USA,HOT AC,96.7 THE WAVE,26471,2.2,2.2,117,117,40-33-10,84-31-02,,,,,,,
W244CL,WDXQ-1440,96.7,COCHRAN,GA,USA,COUNTRY,96 COUNTRY,150114,0.15,0.15,129,0,32-28-03,83-34-45,,,,,,,
W244BY,WWAI-HD2,96.7,MEMPHIS,TN,USA,CHRISTIAN CHR + ROCK,BOOST RADIO,140011,0.099,0.099,0,0,35-09-16,89-49-20,,,,,,,
WDLD,,96.7,HALFWAY,MD,USA,RHYTHMIC CHR,LIVE 96.7,23469,4.8,4.8,50,50,39-37-03,77-44-17,,,5DB5,,,,
K244AG,KAOI-1110,96.7,MAUI,HI,USA,TALK,KAOI: THE TALK OF MAUI,33392,0.25,0,407,0,20-38-07,156-23-11,,,,,,,
WUPG,,96.7,REPUBLIC,MI,USA,COUNTRY,MAVERICK 96.7 FM,164246,50,50,107,107,46-30-29,87-58-06,,,8B04,96.7 YOOPER COUNTRY,THE U.P.'S HOME FOR CLASSIC COUNTRY MUSIC,Country,
WMJT,,96.7,MCMILLAN,MI,USA,HOT AC,96.7 FLASH FM,164160,50,50,126,126,46-32-02,85-35-24,,,,,,,
WVPO,,96.7,LEHMAN TOWNSHIP,PA,USA,COUNTRY,BIGFOOT 96.7,53036,5,5,70,70,41-07-53,74-58-45,,,8DB0,This is 96.7 / 97.3 Bigfoot Country,96.7 97.3 Bigfoot Country For The Poconos,,
WARW,,96.7,PORT CHESTER,NY,USA,CONTEMPORARY CHRISTIAN,AIR1,10659,3.1,3.1,143,143,40-54-44,73-46-55,,HD,5.68E+03,Air 1,Song/Artist - AIR 1,Top 40,
WCKK,,96.7,WALNUT GROVE,MS,USA,COUNTRY,KICKS 96.7,183307,34,34,150,150,32-50-00,89-20-51,,,5AFE,,,,
KRNK,,96.7,CASPER,WY,USA,ROCK,ROCK 96.7,7360,2.7,2.7,554,554,42-44-37,106-18-24,,,,,,,
K244FD,KLNN 103.7,96.7,TAOS,NM,USA,ADULT CONTEMPORARY,LUNA 96.7,143508,0,0.25,0,0,36-14-48,105-39-15,,,,,,,
W244CR,WUFE-1260,96.7,BAXLEY,GA,USA,ADULT CONTEMPORARY,THE BIG WUFE 96.7 FM,151838,0.25,0.25,285,285,31-47-06,82-26-58,,,,,,,
W244CP,WSHV-1370,96.7,SOUTH HILL,VA,USA,R&B OLDIES,967 WSHV,150108,0.25,0.25,90.9,0,36-44-39,78-09-42,,,,,,,
K244EO,KPHI-1130,96.7,HONOLULU,HI,USA,ETHNIC,SHAKA 96.7,146666,0.25,0.25,0,0,21-24-11,158-05-52,Filipino,,,,,,
W244CT,WKYZ 101.7,96.7,KEY WEST,FL,USA,ADULT ALTERNATIVE,PIRATE RADIO 96.7 & 101.7,139134,0.25,0.25,0,0,24-33-18,81-48-05,,,7199 - 'WKYZ',,,Rock,
KIIC,,96.7,ALBIA,IA,USA,COUNTRY,THUNDER COUNTRY,25745,10,10,141,141,41-00-38,92-43-47,,,25F2,KIIC,Thunder Country,Country,
WJNA,,96.7,WESTMINSTER,SC,USA,RELIGIOUS TEACHING,GOOD NEWS NETWORK,84470,17,17,121,121,34-31-40,82-55-15,,,6DBE,,,,
K244FE,KQQL-HD3,96.7,CALHOUN BEACH,MN,USA,SPORTS,KFAN PLUS,147274,0,0.17,0,0,44-58-34,93-16-20,,,D119,KFAN Plus Sportrs Radio 96.7,KFAN Plus Sportrs Radio 96.7,Talk,
WCOE,,96.7,LA PORTE,IN,USA,COUNTRY,THE EAGLE,36541,3,0,80,0,41-38-01,86-45-33,,,5B60,,,,
KCIL,,96.7,GRAY,LA,USA,COUNTRY,C 96.7 KCIL,67677,50,50,105,105,29-36-32,90-53-43,,,1.62E+03,96.7 KCIL,,Country,//KXMG 96.7
WKOV-FM,,96.7,OAK HILL,OH,USA,HOT AC,MIX 96 FM,29691,16,16,129,129,39-01-45,82-35-51,,,A791,,,,
KSFE,,96.7,GRANTS,NM,USA,CLASSIC HITS,INTERSTATE 96.7,183361,0.265,0.265,818,818,35-15-11,107-35-46,,,,,,,
WBWB,,96.7,BLOOMINGTON,IN,USA,CONTEMPORARY HIT RADIO,B 97,68968,1.65,1.65,134,134,39-09-45,86-28-22,,,,,,,
WXOF,,96.7,YANKEETOWN,FL,USA,CLASSIC HITS,96.7 THE FOX,47881,14.5,14.5,132,132,29-01-18,82-41-20,,,,,,,
W244DH,WHQR 91.3,96.7,SOUTHPORT,NC,USA,NEWS/TALK,WHQR PUBLIC MEDIA,157724,0.25,0.25,0,0,33-57-14,78-01-40,,,,,,,
K244ES,KZAS-LP 95.1,96.7,CARSON,WA,USA,VARIETY,,148725,0.0075,0.0075,0,0,45-44-06,121-40-39,,,,,,,
W244DN,WBRI-1500,96.7,INDIANAPOLIS,IN,USA,RELIGIOUS TEACHING,RADIO THAT CHANGES THE WAY YOU LIVE,143959,0.25,0.25,0,0,39-52-12,86-05-18,,,D30E,,,,
CKUA-FM-11,CKUA-FM 94.9,96.7,FORT MCMURRAY,AB,CAN,VARIETY,CKUA RADIO FOUNDATION,900542,2.5,2.5,74.1,74.1,56-41-42,111-21-53,,,,,,,
CFWE-FM-3,CFWE-FM 89.9,96.7,MOOSE HILLS,AB,CAN,COUNTRY,ALBERTA'S BEST COUNTRY,900543,100,100,274,274,54-00-02,110-49-15,,,C35A,,,Country,Aboriginal Multi-Media Society of Alberta
CFXW-FM,,96.7,WHITECOURT,AB,CAN,CLASSIC HITS,BOOM 96.7,900544,9.9,9.9,382,0,54-01-58,115-43-07,,,C387,,,Oldies,
CBRV-FM,CBYG-FM 91.5,96.7,VANDERHOOF,BC,CAN,NEWS/TALK,CBC RADIO ONE PRINCE GEORGE,900545,0.508,0,29,0,54-00-14,124-00-39,,Mono,,,,,
CILT-FM,,96.7,STEINBACH,MB,CAN,CLASSIC HITS,MIX 96,900546,100,100,56,0,49-30-17,96-58-59,,,C7C0,Mix 96,,,
CHYM-FM,,96.7,KITCHENER,ON,CAN,ADULT CONTEMPORARY,TODAY'S BEST MUSIC,900547,80,80,250,250,43-24-15,80-38-04,,,C659,Title & Artist On CHYM 96.7,Title & Artist On CHYM 96.,Adult Hits,
CHYR-FM,,96.7,LEAMINGTON,ON,CAN,HOT AC,MIX 96.7,900548,27,27,152,0,42-08-01,82-45-45,,,C65E,Title & Artist on Mix 96.7,Title & Artist on Mix 96.7,Top 40,
CKLU-FM,,96.7,SUDBURY,ON,CAN,COLLEGE,CKLU 96.7,900551,0,2,122,0,46-25-29,81-00-53,,,,,,,
CIGN-FM,,96.7,COATICOOK,QC,CAN,COMMUNITY RADIO,,900552,2.92,2.92,181,0,45-03-09,71-42-13,,,,,,,
CBV-FM-7,CBV-FM 106.3,96.7,ST-GEORGES,QC,CAN,NEWS/TALK,ICI RADIO-CANADA PREMIERE,900553,3.37,3.37,163.6,163.6,46-13-47,70-45-25,French,,B204,PREMIERE,,Information,
CJWV-FM,,96.7,PETERBOROUGH,ON,CAN,OLDIES,OLDIES 96.7,902264,7,7,233,233,44-19-41,78-17-58,,,CBAD,,,,
W244CZ,WQNY 103.7,96.7,ITHACA,NY,USA,COUNTRY,Q-COUNTRY,151643,0,0.25,0,0,42-23-31,76-28-30,,,,,,,
XHPAZ-FM,,96.7,LA PAZ,BCS,MEX,Top 40 - SPANISH/ENGLISH,SÚPER STEREO,800559,9.77,9.77,103.1,103.1,24-07-53,110-16-39,Spanish,,,,,,
XHESE-FM,,96.7,CHAMPOTÓN,CAMP,MEX,REGIONAL MEXICAN,KE BUENA,800560,6,6,64.25,64.25,19-21-09,90-42-50,Spanish,,,,,,
XHIK-FM,,96.7,PIEDRAS NEGRAS,COAH,MEX,REGIONAL MEXICAN,LA SANTA,800561,3,3,103,103,28-41-12,100-33-03,Spanish,,,,,,
XHY-FM,,96.7,CELAYA,GTO,MEX,ROMANTICA,STEREO CRISTAL,800562,6,6,-32.32,-32.32,20-30-57,100-45-54,Spanish,,,,,,
XHPZ-FM,,96.7,CD. GUZMÁN,JAL,MEX,CONTEMPORARY HIT RADIO,RADIO SENSACIÓN,800563,30.82,30.82,239.9,239.9,19-39-51,103-27-41,Spanish,,,,,,
XHZK-FM,,96.7,TEPATITLÁN DE MORELOS,JAL,MEX,VARIETY,PODER 55,800564,3,3,54.72,54.72,20-50-52,102-44-12,Spanish,,,,,,
XHNGS-FM,,96.7,HERÓICA NOGALES,SON,MEX,GRUPERA,LA MEJOR,800565,30.38,30.38,19.2,19.2,31-19-13,110-57-36,Spanish,,,,,,
XHBY-FM,,96.7,TUXPAN DE RODRÍGUEZ CANÓ,VER,MEX,CLASSIC HITS,ÉXTASIS DIGITAL,800566,3,3,236.29,236.29,21-03-42,97-38-37,Spanish,,4.50E+03,R. LOBO,,Top 40,4500 - KUBW
K244EU,KUDA 88.7,96.7,THERMOPOLIS,WY,USA,TALK,WYOMING'S HOT SPOT,157682,0.041,0.041,126,0,43-40-13,108-15-39,,,,,,,
W244DU,WWTR 1170,96.7,PARSIPPANY,NJ,USA,ETHNIC,EBC RADIO 1170,141372,0.125,0.125,80,0,40-32-05,74-19-30,Asian,,,,,,
K244FO,KHOJ 1460,96.7,CRESTWOOD,MO,USA,RELIGIOUS TEACHING,COVENANT NETWORK,144050,0.25,0.25,263,0,38-34-05,90-19-55,,,23F1,KHOJ,St. Louis Catholic Radio - Covenant Network 314-752-7000,Religious Talk,
W244DA,WZBA 100.7,96.7,BALTIMORE,MD,USA,CLASSIC ROCK,100.7 THE BAY,138103,0.25,0.25,0,0,39-20-10,76-38-58,,,,,,,
W244DL,WMUZ 1200,96.7,DETROIT,MI,USA,CONTEMPORARY CHRISTIAN,,141114,0.099,0.099,0,0,42-22-39,83-14-35,,,,,,,
K244EV,KNKX 88.5,96.7,WOODLAND,WA,USA,JAZZ/NEWS,JAZZ 88.5,142359,0.055,0.055,0,0,45-53-05,122-49-03,,,336F,,,,
K244FI,KTMC-1400,96.7,MCALESTER,OK,USA,ADULT CONTEMPORARY,COOL 96.7,139219,0.25,0.25,0,0,34-59-13,95-42-09,,,,,,,
K244FZ,KROM 92.9,96.7,BOERNE,TX,USA,REGIONAL MEXICAN,QUE BUENA,155253,0.25,0.25,374,0,29-42-32,98-37-55,Spanish,,,,,,
W244DF,WHLP 89.9,96.7,LOGANSPORT,IN,USA,RELIGIOUS TEACHING,,140808,0.038,0.038,45.4,45.4,40-45-32,86-16-10,,,----,Title & Artist,Title & Artist,No Program Type or Undefined,Calvary Radio Network
K244EX,KWNR 95.5,96.7,LAS VEGAS,NV,USA,COUNTRY,95.5 THE BULL,153545,0.25,0.25,261,0,36-08-51,0115-09-17,Spanish,,,,,,//KYLI 96.7; ds 06/21
K244EY,KAYT 88.1,96.7,BEAUMONT,TX,USA,URBAN GOSPEL/BLUES,,155391,0.1,0.1,67,0,30-04-31,94-07-48,,,,,,,
K244FA,KRIB-1490,96.7,MASON CITY,IA,USA,ADULT STANDARDS,AMERICA'S BEST MUSIC KRIB-AM 1490,147922,0.25,0.25,0,0,43-08-15,93-15-30,,,,,,,
WWUC-LP,,96.7,UNION CITY,PA,USA,VARIETY,,195972,0.1,0,-17,0,41-53-57,79-50-45,,,,,,,
XHSPH-FM,92.9,96.7,SAN PEDRO HUAMELULA,OAX,MEX,CULTURE VARIETY,OAXAQUEÑA RADIO,801327,0.087,0.087,-190.3,-190.3,16-01-30,95-39-55,Spanish,,,,,,
KSHF-LP,,96.7,ESPANOLA,NM,USA,RELIGIOUS TEACHING,,192808,0.1,0,-47,0,35-59-28,106-02-53,,,,,,,
WUPG-FM1,WUPG 96.7,96.7,MARQUETTE,MI,USA,COUNTRY,MAVERICK 96.7 FM,190745,0.1,0.1,0,0,46-32-42,87-24-40,,,,,,,
CBV-FM-1,CBV-FM 106.3,96.7,STE-ANNE-DE-BEAUPRE,QC,CAN,NEWS/TALK,ICI RADIO-CANADA PREMIERE,901295,0.25,0,2.9,0,46-57-28,70-58-22,French,,,,,,
K244FP,KCJC 102.3,96.7,DARDANELLE,AR,USA,COUNTRY,RIVER COUNTRY 102.3 KCJC,142340,0,0.25,0,0,35-13-42,93-15-21,,,,,,,
CMBA-FM,,96.7,CD. HABANA,CH,CUB,NEWS/TALK/VARIETY,RADIO REBELDE,500142,1,0,100,0,23-07-16,82-18-54,Spanish,,9.01E+03,REBELDE,,Top 40,Tx site Loma de la Cruz/Regla
CMBD-16,101.5,96.7,SANTA CLARA,VC,CUB,NEWS/TALK,RADIO RELOJ,500144,63.096,0,220,0,22-22-20,79-57-53,Spanish,,,,,,Tx site Loma Dos Hermanas
W244CW,WMGC-810,96.7,MURFREESBORO,TN,USA,REGIONAL MEXICAN,EL JEFE,158603,0.25,0.25,0,0,35-58-55,86-34-58,Spanish,,,,,,
K244CG,KODI-1400,96.7,JACKSON,WY,USA,TALK/SPORTS,,150124,0.25,0.25,0,0,44-29-52,0109-09-12,,,,,,,
KDDE-LP,,96.7,AMERICAN FALLS,ID,USA,RELIGIOUS,,194599,0.1,0,-10,0,42-46-52,112-57-12,Spanish,,,,,,
WERA-LP,,96.7,ARLINGTON,VA,USA,VARIETY,,195167,0.021,0,66,0,38-53-24,77-05-13,,Silent,A6F2,WERA,Title & Artist,Public,Silent 7/28/25 equipment seized by county
CMAU-FM,CMAM 103.5,96.7,MANTUA,PD,CUB,VARIETY,RADIO MANTUA,500283,3.981,0,65,0,22-30-34,83-30-29,Spanish,,,,,,
CFZM-1-FM,CFZM 740,96.7,TORONTO,ON,CAN,,ZOOMER RADIO,901389,0.082,0.082,280.1,280.1,43-38-56,79-22-54,,,C3B3,,,,The Original Greatest Hits
WQER-LP,,96.7,ROCKVILLE,MD,USA,ETHNIC,,196784,0.018,0.018,71,0,39-06-07,77-09-27,,,,,,,
WNUC-LP,,96.7,DETROIT,MI,USA,VARIETY,,196589,0.058,0,40,0,42-22-21,83-04-42,,,,,,,
HIPC-FM,,96.7,BANÍ,PV,DOM,TROPICAL,FABULOSA FM,710119,1,1,-48,-48,18-16-47,70-19-56,Spanish,,FFFF,,,,
HING-FM,HIEF 92.9,96.7,MOCA,ES,DOM,CHRISTIAN CHR,PURA VIDA,710120,5,5,215,215,19-30-01,70-30-30,Spanish,,FFFF,VIDA,,Religious Talk,
HIFF-FM,,96.7,SANTA CRUZ DE EL SEIBO,SE,DOM,VARIETY,CIRCUITO 96,710121,1,1,-16,-16,18-45-46,69-02-20,Spanish,,,,,,
4VJR-FM,,96.7,JÉRÉMIE,GR,HTI,RELIGIOUS,RADIO DE LA RECONCILIATION,720126,0.3,0.3,83,83,18-38-20,74-07-05,Creole,,,,,,
4VVM-FM,,96.7,MIREBALAIS,OU,HTI,RELIGIOUS,RADIO VISON GLOBALE,720127,0.3,0.3,145,145,18-50-06,72-06-11,Creole,Mono,,,,,
4VPN-FM,,96.7,PETIT-GOÂVE,OU,HTI,RELIGIOUS,RADIO PREVENTION FM,720128,0.3,0.3,90,90,18-25-52,72-51-16,Creole,,,,,,
W244EK,WYCZ-1030,96.7,WHITE BLUFF,TN,USA,COUNTRY,YO CO 96.7,150874,0.099,0.099,0,0,36-09-16,86-49-45,,,9.46E+03,,YOung COuntry 96.7FM - YoCo,,
CBYH-FM,CBU-690,96.7,HARRISON HOT SPRINGS,BC,CAN,NEWS/TALK,CBC RADIO ONE VANCOUVER,901452,0.134,0.134,-268,-268,49-17-37,121-46-40,,Mono,,,,,
CBYL-FM,CBTK-FM 88.9,96.7,LUMBY,BC,CAN,NEWS/TALK,CBC RADIO ONE KELOWNA,901468,0.135,0.135,137,0,50-12-35,118-57-29,,Mono,,,,,
CFNW-FM,CFCB 570,96.7,PORT AU CHOIX,NL,CAN,,,901866,0,4.3,43,0,50-42-19,57-22-00,,,,,,,
KZZH-LP,,96.7,EUREKA,CA,USA,VARIETY,,195765,0.1,0.1,-22,-22,40-47-48,124-09-56,,,,,,,
WSEJ-LP,,96.7,SPARTANBURG,SC,USA,RELIGIOUS TEACHING,,192850,0.078,0,34,0,34-57-08,81-55-33,,,,,,,
K244FF,KMVR 104.9,96.7,LAS CRUCES,NM,USA,HOT AC,MAGIC 105,157004,0.16,0.16,0,0,32-18-07,106-48-08,,,,,,,
VF2669,,96.7,JASPER PARK TRANSPORT,AB,CAN,TRAVEL INFO,,901985,0,0.002,0,2,52-52-00,118-05-00,,,,,,,
VF2576,,96.7,CAWSTON,BC,CAN,,,902110,0,0.05,0,-134.7,49-11-38,119-46-33,,,,,,,
VF2528,,96.7,CRESTON,BC,CAN,TRAVEL INFO,,902127,0,32,0,-58,49-07-02,116-32-58,,,,,,,BC Ministry of Transportation info
VF2350,,96.7,GRANISLE,BC,CAN,,,902175,0,0.05,0,59.7,54-53-03,126-12-55,,,,,,,
CKGF-2-FM,CKGF-FM 102.,96.7,GREENWOOD,BC,CAN,VARIETY HITS,JUICE FM,902182,0.04,0.04,574.5,574.5,49-05-29,118-36-40,,,,,,,
VF2428,,96.7,PARSON,BC,CAN,,,902279,0,0.05,0,-42.4,51-02-34,116-37-54,,,,,,,
CIMS-FM-1,CIMS-FM,96.7,DALHOUSIE,NB,CAN,COMMUNITY RADIO,,901396,0.008,0.008,116,116,48-03-28,66-23-26,French,,,,,,
W244EN,WTAC 89.7,96.7,RUSSELLVILLE,MI,USA,CONTEMPORARY CHRISTIAN,SMILE FM MICHIGAN'S POSITIVE HITS,157076,0.25,0.25,0,0,42-53-56,83-27-41,,Mono,,,,,
K244FL,KPHN-1360,96.7,WICHITA,KS,USA,RELIGIOUS TEACHING,RELEVANT RADIO,154641,0.099,0.099,0,0,37-43-05,97-19-05,,,,,,,Immaculate Heart Radio
K244FY,KHAC-880,96.7,WINDOW ROCK,AZ,USA,RELIGIOUS TEACHING,WESTERN INDIAN NETWORK,202948,0.25,0.25,0,0,35-39-19,0109-02-01,,,,,,,
KXZL-LP,,96.7,SAN ANTONIO,TX,USA,UNKNOWN,,196084,0.039,0,48,0,29-32-41,98-31-39,,,,,,,
CHVR-FM,,96.7,PEMBROKE,ON,CAN,COUNTRY,PEMBROKE'S PURE COUNTRY 96.7,902522,100,100,157.5,157.5,45-40-53,77-05-46,,,C60D,STAR 96-7,,Country,
CIBM-FM-3,CIBM-FM 107.,96.7,SULLY,QC,CAN,CONTEMPORARY HIT RADIO,FM 107,902658,0.035,0,69.5,0,47-27-28,69-08-01,French,,,,,,
CJGY-FM-2,CJGY 96.3,96.7,DAWSON CREEK,BC,CAN,CONTEMPORARY HIT RADIO,SUN FM,902801,0,0.28,0,90.6,55-46-58,120-12-52,,,,,,,// 96.3 and 97.1
KWIZ,,96.7,SANTA ANA,CA,USA,SPANISH RELIGIOUS,VISION LATINA 96.7,37225,6,6,62,62,33-48-08,117-47-43,Spanish,HD,4B01,,VISION LATINA 96.7 - KWIZ,,
WJVG-LP,,96.7,COLUMBUS,OH,USA,TALK,,196361,0.046,0,43,0,40-01-59,82-59-38,,,,,,,
6YA-657,,96.7,MANDEVILLE,MA,JMC,VARIETY,STYLZ FM,730043,0,1.778,0,948,18-05-20,77-35-18,,,,,,,Primary Signal
ZVIC-FM,,96.7,PROVIDENCIALES,TC,TCA,RELIGIOUS,VIC - VICTORY IN CHRIST RADIO,940009,1,1,50,50,21-46-58,72-15-15,,,,,,,
CMBA-7,//,96.7,BAYAMO,GR,CUB,NEWS/TALK/VARIETY,RADIO REBELDE,500321,3.981,0,100,0,20-22-00,76-38-00,Spanish,,,,,,
CMBA-14,//,96.7,MOA,HO,CUB,NEWS/TALK/VARIETY,RADIO REBELDE,500322,1,0,444,0,20-37-26,75-02-15,Spanish,,,,,,Tx site TV Miraflores
WLMX-LP,,96.7,ST. PETERSBURG,FL,USA,VARIETY,SUNSHINE 96.7,195661,0.026,0.026,569,56.9,27-46-24,82-38-59,,,,,,,
YNF3ME,,96.7,MANAGUA,MN,NCG,URBAN AC,"HAPPY RADIO - ESTÁ EN TI, ESTÁ EN LA MÚSICA",520153,0,5,0,624,12-00-36,86-16-59,Spanish,,,,,,Tx site Las Nubes
CFGN-FM,CFCB-570,96.7,PORT AUX BASQUES,NL,CAN,NEWS/TALK,570 AM LOCAL NEWS NOW,901397,1.24,1.24,-3.2,-3.2,47-35-33,59-08-15,,,,,,,
TIUCR-2A,//,96.7,COPEY DISTRICT,GU,CTR,COLLEGE,RADIO UNIVERSIDAD,530146,2.95,0,2125,0,9-33-15,83-45-51,Spanish,,,,,,Tx site Cerro Buena Vista
TIUCR-1A,,96.7,SAN JOSÉ - SAN PEDRO,SJ,CTR,COLLEGE,RADIO UNIVERSIDAD,530046,12,0,1836,0,9-58-44,83-50-33,Spanish,,,,,,Universidad de Costa Rica; Tx site Volcán Irazú
HORDC-2,96.5,96.7,EL VALLE,CC,PNR,NEWS/TALK,TVN RADIO,550084,0,178.567,0,325,8-38-15,80-06-12,Spanish,,,,,,
TGCX,102.9,96.7,RETALHULEU,RE,GTM,TROPICAL,CALIENTE FM,560179,10,10,-19,-19,14-32-11,91-40-43,Spanish,,,,,,
TGMY,94.5,96.7,MOYUTA,JU,GTM,RANCHERA,LA SABROSONA,560180,10,10,642,642,14-02-28,90-04-52,Spanish,,,,,,
TGSU,96.9,96.7,SOLOLÁ,SO,GTM,NEWS/TALK/SPORTS,SONORA FM,560181,10,10,-42,-42,14-46-13,91-10-59,Spanish,,,,,,
TGMD,91.3,96.7,COMITANCILLO,SM,GTM,RANCHERA,KE BUENA,560183,10,10,-198,-198,15-05-10,91-45-01,Spanish,,,,,,
TGLO,97.3,96.7,GUALÁN,ZA,GTM,RANCHERA,AZÚCAR ZACAPA,560184,10,10,-409,-409,15-06-49,89-24-42,Spanish,,,,,,
TGEH,,96.7,COBÁN,AV,GTM,ADULT CONTEMPORARY/CLASSIC HITS,STEREO HITS,560185,10,10,-1,-1,15-28-10,90-22-07,Spanish,,,,,,
HRDD,,96.7,COMAYAGUA,CM,HND,VARIETY,MASTER FM,570318,1.705,1.705,-195,-195,14-27-17,87-38-29,Spanish,,,,,,
